SN,Time,TimeZone,In,Out
FB8A8E16,2018-03-20T13:10:37.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:11:57.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:11:57.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:11:57.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:12:19.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:17:04.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:18:09.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:21:27.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:21:52.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:22:21.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:24:23.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:25:57.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:33:20.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:36:39.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:39:58.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:42:23.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:42:28.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:46:14.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:49:19.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:50:21.000Z,+0800,1,0
FB8A8E16,2018-03-20T13:51:31.000Z,+0800,0,1
FB8A8E16,2018-03-20T13:53:54.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:04:45.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:06:17.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:15:29.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:17:11.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:17:47.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:22:58.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:24:15.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:24:59.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:40:33.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:54:52.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:55:34.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:56:58.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:57:12.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:58:37.000Z,+0800,1,0
FB8A8E16,2018-03-20T14:59:20.000Z,+0800,0,1
FB8A8E16,2018-03-20T14:59:46.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:04:28.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:04:34.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:05:24.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:09:40.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:16:43.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:17:14.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:17:40.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:18:43.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:19:56.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:20:27.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:24:37.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:25:04.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:26:28.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:29:14.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:29:32.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:34:57.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:39:05.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:39:05.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:41:26.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:43:41.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:43:44.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:43:48.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:43:48.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:44:30.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:44:45.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:44:45.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:44:45.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:45:54.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:45:54.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:50:37.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:50:38.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:50:38.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:53:12.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:54:19.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:54:31.000Z,+0800,1,0
FB8A8E16,2018-03-20T15:57:05.000Z,+0800,0,1
FB8A8E16,2018-03-20T15:58:34.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:01:59.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:01:59.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:08:47.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:09:57.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:11:24.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:12:08.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:13:49.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:21:25.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:21:40.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:22:35.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:23:44.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:24:43.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:25:42.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:36:19.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:36:19.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:36:34.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:36:50.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:37:24.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:37:31.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:38:24.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:38:40.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:38:49.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:40:23.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:40:23.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:40:23.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:42:43.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:44:15.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:50:13.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:53:07.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:55:15.000Z,+0800,1,0
FB8A8E16,2018-03-20T16:58:12.000Z,+0800,0,1
FB8A8E16,2018-03-20T16:58:14.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:11:50.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:11:49.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:16:31.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:19:37.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:19:37.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:20:33.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:21:04.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:23:17.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:23:17.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:23:44.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:29:16.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:34:16.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:34:16.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:37:37.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:37:37.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:37:37.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:39:22.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:41:14.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:42:29.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:44:39.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:44:43.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:44:44.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:54:48.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:54:54.000Z,+0800,0,1
FB8A8E16,2018-03-20T17:56:41.000Z,+0800,1,0
FB8A8E16,2018-03-20T17:56:42.000Z,+0800,1,0
FB8A8E16,2018-03-20T18:00:21.000Z,+0800,0,1
FB8A8E16,2018-03-20T18:00:25.000Z,+0800,1,0
FB8A8E16,2018-03-20T18:00:25.000Z,+0800,1,0
FB8A8E16,2018-03-20T18:00:33.000Z,+0800,1,0
FB8A8E16,2018-03-20T18:00:50.000Z,+0800,0,1
FB8A8E16,2018-03-20T18:00:50.000Z,+0800,0,1
FB8A8E16,2018-03-20T18:00:54.000Z,+0800,1,0
FB8A8E16,2018-03-20T18:00:50.000Z,+0800,0,1
FB8A8E16,2018-03-20T23:00:00.000Z,+0800,0,0
FB8A8E16,2018-03-21T09:00:50.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:00:52.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:00:54.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:13:10.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:17:54.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:18:55.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:20:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:24:08.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:24:08.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:28:11.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:35:11.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:37:20.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:41:42.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:43:05.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:43:50.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:44:50.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:45:45.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:45:50.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:46:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:46:25.000Z,+0800,0,1
FB8A8E16,2018-03-21T09:48:40.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:49:29.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:51:39.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:52:38.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:52:38.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:59:52.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:59:52.000Z,+0800,1,0
FB8A8E16,2018-03-21T09:59:52.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:00:21.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:04:39.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:06:03.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:06:20.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:07:28.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:11:40.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:13:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:13:38.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:14:22.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:15:21.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:16:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:17:27.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:18:24.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:21:15.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:24:26.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:24:26.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:25:53.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:26:43.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:27:17.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:29:35.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:30:49.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:31:15.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:32:45.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:38:14.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:38:51.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:38:51.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:41:02.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:43:28.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:43:52.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:45:11.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:45:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:45:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:45:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:47:03.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:48:32.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:52:02.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:55:15.000Z,+0800,0,1
FB8A8E16,2018-03-21T10:57:33.000Z,+0800,1,0
FB8A8E16,2018-03-21T10:58:41.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:00:03.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:00:29.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:05:08.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:06:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:08:11.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:14:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:20:29.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:20:29.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:20:29.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:26:15.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:26:51.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:27:06.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:27:06.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:27:18.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:31:40.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:32:02.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:32:58.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:32:58.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:32:58.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:33:41.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:36:12.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:37:29.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:40:48.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:42:25.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:52:17.000Z,+0800,1,0
FB8A8E16,2018-03-21T11:59:34.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:59:34.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:59:34.000Z,+0800,0,1
FB8A8E16,2018-03-21T11:59:34.000Z,+0800,0,1
FB8A8E16,2018-03-21T12:00:46.000Z,+0800,0,1
FB8A8E16,2018-03-21T12:00:59.000Z,+0800,1,0
FB8A8E16,2018-03-21T12:26:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:00:38.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:00:43.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:00:49.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:01:17.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:02:49.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:03:33.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:03:38.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:08:16.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:09:13.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:09:13.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:10:07.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:10:07.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:13:57.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:13:58.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:19:07.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:19:07.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:20:53.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:21:05.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:21:08.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:21:38.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:22:37.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:23:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:25:12.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:28:27.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:29:11.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:31:23.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:34:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:34:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:34:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:39:08.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:39:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:43:55.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:47:38.000Z,+0800,0,1
FB8A8E16,2018-03-21T13:47:49.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:49:05.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:56:46.000Z,+0800,1,0
FB8A8E16,2018-03-21T13:56:46.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:01:41.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:09:36.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:09:39.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:15:43.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:18:17.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:24:30.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:27:56.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:28:36.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:30:54.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:34:51.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:37:55.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:38:57.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:39:33.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:40:05.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:43:20.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:48:22.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:48:30.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:48:37.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:50:20.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:54:46.000Z,+0800,1,0
FB8A8E16,2018-03-21T14:54:49.000Z,+0800,0,1
FB8A8E16,2018-03-21T14:55:14.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:00:37.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:17:29.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:09:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:10:22.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:17:33.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:20:48.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:16:21.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:16:09.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:16:55.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:18:14.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:21:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:25:28.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:29:09.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:27:07.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:28:42.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:29:08.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:32:04.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:28:18.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:29:54.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:31:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:27:11.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:35:50.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:39:47.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:42:13.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:43:25.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:43:36.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:45:13.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:46:18.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:50:28.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:50:46.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:51:14.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:51:14.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:54:03.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:54:03.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:54:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:54:43.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:55:49.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:56:16.000Z,+0800,0,1
FB8A8E16,2018-03-21T15:56:21.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:56:22.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:56:25.000Z,+0800,1,0
FB8A8E16,2018-03-21T15:58:23.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:00:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:00:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:00:56.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:02:17.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:02:42.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:02:42.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:03:13.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:03:40.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:04:19.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:06:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:08:58.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:10:41.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:10:41.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:11:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:11:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:13:44.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:15:09.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:15:58.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:17:48.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:19:03.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:19:11.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:20:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:20:44.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:21:31.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:21:32.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:23:50.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:23:50.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:24:49.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:26:42.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:28:29.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:36:14.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:40:25.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:40:30.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:48:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:48:07.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:49:43.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:52:16.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:56:30.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:56:30.000Z,+0800,1,0
FB8A8E16,2018-03-21T16:57:03.000Z,+0800,0,1
FB8A8E16,2018-03-21T16:58:10.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:06:25.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:10:47.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:10:52.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:16:40.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:21:41.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:21:57.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:23:09.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:23:15.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:23:33.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:23:38.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:23:38.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:26:04.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:26:59.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:28:32.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:33:37.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:34:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:34:24.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:34:35.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:35:29.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:36:09.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:36:10.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:50:16.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:50:16.000Z,+0800,0,1
FB8A8E16,2018-03-21T17:51:37.000Z,+0800,1,0
FB8A8E16,2018-03-21T17:59:09.000Z,+0800,1,0
FB8A8E16,2018-03-21T18:00:34.000Z,+0800,1,0
FB8A8E16,2018-03-21T18:00:39.000Z,+0800,1,0
FB8A8E16,2018-03-21T18:00:39.000Z,+0800,1,0
FB8A8E16,2018-03-21T23:00:00.000Z,+0800,0,0
FB8A8E16,2018-03-22T08:59:53.000Z,+0800,0,1
FB8A8E16,2018-03-22T08:59:55.000Z,+0800,1,0
FB8A8E16,2018-03-22T08:59:56.000Z,+0800,0,1
FB8A8E16,2018-03-22T08:59:55.000Z,+0800,1,0
FB8A8E16,2018-03-22T08:59:56.000Z,+0800,0,1
FB8A8E16,2018-03-22T09:01:29.000Z,+0800,1,0
FB8A8E16,2018-03-22T09:02:53.000Z,+0800,0,1
FB8A8E16,2018-03-22T09:06:47.000Z,+0800,1,0
FB8A8E16,2018-03-22T09:14:55.000Z,+0800,1,0
FB8A8E16,2018-03-22T09:22:08.000Z,+0800,0,1
FB8A8E16,2018-03-22T09:24:14.000Z,+0800,1,0
